theta_t,q_t,q_g,q_total,green_share,purchase_price,profit_t,profit_g,profit_r,utility_t,risk_sd
2.8000000000000003,0.6789085736454157,0.8868485710590974,1.565757144704513,0.5664023785926661,2.934242855295487,1.3007073545640317,2.1870011639686884,3.2919740085454863,1.226499741493582,0.16279655694679795
3.0,0.6758931445123914,0.8873511425812681,1.5632442870936596,0.5676343421865349,2.9367557129063404,1.2996857392627237,2.1896761507208455,3.282854844677794,1.2208822981299223,0.1620734824421743
3.2,0.6729043834914125,0.8878492694180979,1.5607536529095105,0.5688593249568858,2.9392463470904895,1.2986312871353751,2.19232897561875,3.273828791525136,1.215316030220135,0.16135680272617134
3.4000000000000004,0.6699419383653415,0.8883430102724431,1.5582849486377848,0.5700773860705073,2.9417150513622152,1.297544982457036,2.1949599116997174,3.264894455469956,1.209800242204407,0.16064643334008658
3.6,0.6670054630923645,0.8888324228179393,1.5558378859103037,0.5712885840274375,2.9441621140896963,1.2964277826348034,2.1975692275572243,3.256050470188995,1.204334251061226,0.159942291306008
3.8000000000000003,0.6640946176712416,0.8893175637214598,1.5534121813927013,0.572492976670331,2.9465878186072985,1.2952806190028827,2.2001571874304173,3.2472954959955818,1.1989173860263318,0.1592442950945024
4.0,0.6612090680100756,0.8897984886649875,1.5510075566750632,0.5736906211936662,2.948992443324937,1.294104397591508,2.2027240512914874,3.238628219200681,1.193548988319195,0.1585523645931472
4.2,0.6583484857984827,0.8902752523669195,1.5486237381654022,0.5748815741527997,2.951376261834598,1.2928999998706612,2.2052700749309464,3.230047351492085,1.1882284108767742,0.15786642107587798
4.4,0.655512548383069,0.8907479086028218,1.5462604569858909,0.5760658914728682,2.953739543014109,1.2916682834695221,2.2077955100409032,3.2215516293311617,1.1829550180943427,0.15718638717312883
4.6000000000000005,0.6527009386461118,0.8912165102256481,1.5439174488717597,0.5772436284575432,2.9560825511282403,1.290410082872522,2.2103006042963482,3.213139813366563,1.1777281855731552,0.1565121868427412
4.800000000000001,0.6499133448873484,0.891681109185442,1.5415944540727904,0.5784148397976391,2.9584055459272096,1.2891262100928427,2.2127856014345397,3.20481068786438,1.1725472998747482,0.15584374534161785
5.0,0.6471494607087827,0.8921417565485362,1.5392912172573188,0.5795795795795796,2.9607087827426812,1.2878174553241801,2.2152507413325226,3.196563060154178,1.1674117582816754,0.15518098919810028
5.2,0.644408984902418,0.8925985025162636,1.5370074874186817,0.580737901293723,2.9629925125813186,1.2864845875715454,2.2176962600828296,3.1883957600904296,1.1623209685644789,0.15452384618504833
5.4,0.6416916213408299,0.893051396443195,1.5347430177840249,0.5818898578425516,2.9652569822159753,1.285128355261851,2.220122390067422,3.180307639528828,1.1572743487547044,0.15387224529360005
5.6000000000000005,0.6389970788704965,0.8935004868549172,1.5324975657254138,0.5830355015487253,2.967502434274586,1.2837494868350068,2.2225293600299225,3.172297571817026,1.1522713269237879,0.15322611670759353
5.800000000000001,0.6363250712078057,0.8939458214653657,1.5302708926731714,0.5841748841630034,2.9697291073268284,1.2823486913162088,2.224917395146163,3.1643644512993307,1.1473113409676279,0.15258539177863026
